STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_nrg,Energy indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2006,,31.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2007,,21.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2008,,3.22,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2009,,4.62,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2010,,26.89,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2011,,13.34,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2012,,23.96,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2013,,44.85,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2014,,9.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2015,,97.23,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2016,,10.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2017,,22.51,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2018,,45.88,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2019,,40.21,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2020,,6.06,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2021,,10.76,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2022,,26.63,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2023,,31.63,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,CZ,Czechia,2024,,44.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1990,,8.26,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1991,,11.91,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1992,,24.96,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1993,,0.49,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1994,,50.28,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1995,,16.21,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1996,,3.29,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1997,,7.80,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1998,,13.69,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,1999,,5.22,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2000,,7.21,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2001,,12.09,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2002,,13.60,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2003,,51.71,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2004,,5.42,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2005,,10.76,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2006,,36.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2007,,10.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2008,,9.71,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2009,,4.46,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2010,,32.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2011,,8.68,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2012,,15.95,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2013,,28.34,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2014,,10.60,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2015,,55.60,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2016,,16.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2017,,9.19,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2018,,52.35,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2019,,46.05,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2020,,25.41,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2021,,11.53,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2022,,33.61,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2023,,19.37,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DE,Germany,2024,,19.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1990,,0.07,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1991,,0.09,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1992,,0.19,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1993,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1994,,10.30,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1995,,0.04,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1996,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1997,,1.68,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1998,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,1999,,0.10,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2000,,0.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2001,,0.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2002,,0.76,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2003,,0.13,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2004,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2005,,0.01,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2006,,0.47,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2007,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2008,,0.03,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2009,,0.08,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2010,,2.25,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2011,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2012,,0.31,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2013,,0.55,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2014,,1.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2015,,0.10,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2016,,0.47,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2017,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2018,,14.32,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2019,,2.19,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2020,,0.58,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2021,,0.75,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2022,,3.40,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2023,,0.05,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,DK,Denmark,2024,,0.06,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1990,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1991,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1992,,1.21,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1993,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1994,,5.13,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1995,,1.31,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1996,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1997,,3.05,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1998,,0.73,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,1999,,5.77,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2000,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2001,,6.67,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2002,,5.48,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2003,,13.90,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2004,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2005,,0.07,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2006,,7.48,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2007,,0.94,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2008,,0.16,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2009,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2010,,42.99,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2011,,14.40,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2012,,6.45,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2013,,3.38,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2014,,9.23,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2015,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2016,,1.52,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2017,,0.00,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2018,,25.65,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2019,,1.33,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2020,,1.64,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2021,,38.10,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2022,,16.49,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2023,,7.12,,,,,
dataflow,ESTAT:NRG_CHDD_A(1.0),Cooling and heating degree days by country - annual data,A,Annual,NR,Number,CDD,Cooling degree days,EE,Estonia,2024,,1.85,,,,,
