,country,year,scenario,share_pu,panel_predictions,COP,Demand_HP_TWh
262,Romania,2055,KKO,0.32834997912214536,155571.58141696354,3.607311307782368,3.9335179423626867
263,Romania,2060,KKO,0.32834997912214536,149722.01916308608,3.620669235961963,3.771649403163391
264,Slovakia,2025,KKO,0.062472662999273794,72258.31886991476,3.3760780112206645,0.3714179580114895
265,Slovakia,2026,KKO,0.06932223159651901,70757.92981577922,3.4045144230662685,0.400211877887348
266,Slovakia,2027,KKO,0.07766112397793447,68839.50602022867,3.4164769961689396,0.4346707488454436
267,Slovakia,2028,KKO,0.08773212245524571,66897.53641510814,3.429251565169988,0.47540846945657705
268,Slovakia,2029,KKO,0.09977793607079322,63614.62458549633,3.443159813984462,0.5120729123482682
269,Slovakia,2030,KKO,0.11402024018784435,62373.32388681999,3.458296260277206,0.571236755812188
270,Slovakia,2035,KKO,0.22054758270845354,59269.917496147194,3.4800490234327244,1.0433950261976057
271,Slovakia,2040,KKO,0.3555817756418588,56913.27581419849,3.4973318142029255,1.6073621538681344
272,Slovakia,2045,KKO,0.4507297783050709,55258.40462383064,3.5113289928243026,1.9703372613878176
273,Slovakia,2050,KKO,0.49362434264254434,52132.14713312232,3.5242573277580487,2.0282994295663395
274,Slovakia,2055,KKO,0.49362434264254434,49421.49751342396,3.537371100349798,1.9157081417563993
275,Slovakia,2060,KKO,0.49362434264254434,47722.73517959249,3.5506752073826315,1.8429283325816601
276,Slovenia,2025,KKO,0.09325838556248812,36079.62646524779,4.1605934953876185,0.2246426113897722
277,Slovenia,2026,KKO,0.09615534511751445,35378.7941472755,4.177956873095645,0.22617781479237306
278,Slovenia,2027,KKO,0.09968219992883695,34419.66767675746,4.195229116580542,0.22717791113921562
279,Slovenia,2028,KKO,0.10394163245415486,33561.80117249878,4.213180581563599,0.2299970252373939
280,Slovenia,2029,KKO,0.10903629416258147,31691.159070083944,4.232014616730406,0.22680861478664413
281,Slovenia,2030,KKO,0.11505994052975209,30985.387003186563,4.251906429509981,0.23291361213709563
282,Slovenia,2035,KKO,0.1601146616271884,29466.971718945017,4.284024192019491,0.30592304457998015
283,Slovenia,2040,KKO,0.21722608257580503,28542.80780063148,4.313561742630035,0.39927318473074236
284,Slovenia,2045,KKO,0.2574680206692086,27641.043816461508,4.3396411498946055,0.45553464719773296
285,Slovenia,2050,KKO,0.27560986657554964,26171.078854064173,4.364043492900748,0.45911852434563954
